docker-distance,faasd-distance,docker-blockchain,faasd-blockchain
0.0067293643951416016,0.13188982009887695,0.22133088111877441,0.5756309032440186
0.0063114166259765625,0.13222742080688477,0.2205212116241455,0.5993003845214844
0.00632929801940918,0.12981700897216797,0.217972993850708,0.5827023983001709
0.014749765396118164,0.12996459007263184,0.21872496604919434,0.5851929187774658
0.006341457366943359,0.13222622871398926,0.21936249732971191,0.5934805870056152
0.006083965301513672,0.1386556625366211,0.21741151809692383,0.5883698463439941
0.006392478942871094,0.13433146476745605,0.21835851669311523,0.5784816741943359
0.006123065948486328,0.1281578540802002,0.21988487243652344,0.5947139263153076
0.006088972091674805,0.13072609901428223,0.21750092506408691,0.5874059200286865
0.006219625473022461,0.13698053359985352,0.2198021411895752,0.593008279800415
0.00614619255065918,0.12804031372070312,0.21796941757202148,0.5777425765991211
0.014262914657592773,0.12680602073669434,0.217759370803833,0.5754184722900391
0.0061719417572021484,0.14020276069641113,0.2177133560180664,0.5855703353881836
0.006057262420654297,0.12951946258544922,0.21805310249328613,0.5832440853118896
0.006600856781005859,0.13120675086975098,0.21874022483825684,0.5889503955841064
0.00627589225769043,0.13719606399536133,0.2189161777496338,0.582974910736084
0.006103038787841797,0.1300668716430664,0.21744132041931152,0.5786075592041016
0.00654292106628418,0.13922762870788574,0.21714210510253906,0.5771541595458984
0.0064508914947509766,0.13025665283203125,0.21761703491210938,0.5879242420196533
0.0060384273529052734,0.14103317260742188,0.21792292594909668,0.5762476921081543
0.006100654602050781,0.1304028034210205,0.2186570167541504,0.5713901519775391
0.0061740875244140625,0.12886738777160645,0.21832680702209473,0.5777792930603027
0.006502628326416016,0.12842917442321777,0.21744179725646973,0.5774052143096924
0.006241321563720703,0.12761402130126953,0.21802902221679688,0.5765702724456787
0.006176471710205078,0.1327347755432129,0.21955490112304688,0.5843112468719482
0.006487369537353516,0.1288740634918213,0.21915602684020996,0.5900459289550781
0.008936166763305664,0.1324913501739502,0.21664953231811523,0.5768060684204102
0.0062410831451416016,0.12836718559265137,0.21963763236999512,0.5894756317138672
0.00675654411315918,0.12735557556152344,0.21752214431762695,0.5749921798706055
0.006157636642456055,0.13622832298278809,0.21820569038391113,0.5779497623443604
0.006204128265380859,0.12944388389587402,0.2197432518005371,0.58864426612854
0.0058710575103759766,0.12867236137390137,0.21799778938293457,0.5930647850036621
0.0059833526611328125,0.1280517578125,0.21834492683410645,0.5857467651367188
0.006305217742919922,0.13643813133239746,0.2185499668121338,0.5804414749145508
0.006264448165893555,0.13728976249694824,0.21931982040405273,0.584294319152832
0.008130311965942383,0.1498570442199707,0.2179093360900879,0.5763022899627686
0.006228208541870117,0.13491201400756836,0.2191929817199707,0.5731520652770996
0.00642085075378418,0.13185691833496094,0.21686029434204102,0.5716598033905029
0.014991283416748047,0.12813162803649902,0.21931815147399902,0.5741033554077148
0.006058692932128906,0.12850117683410645,0.21950411796569824,0.5915815830230713
0.008773088455200195,0.1454317569732666,0.21812844276428223,0.5717809200286865
0.006154537200927734,0.13012957572937012,0.21968531608581543,0.5769703388214111
0.014548540115356445,0.13016796112060547,0.21931791305541992,0.5741987228393555
0.022471189498901367,0.16281604766845703,0.21944212913513184,0.5829689502716064
0.014818429946899414,0.12734603881835938,0.21939396858215332,0.5786175727844238
0.008399009704589844,0.13190364837646484,0.2184925079345703,0.585186243057251
0.01439523696899414,0.12787771224975586,0.21695399284362793,0.5892362594604492
0.006586313247680664,0.13916969299316406,0.21990180015563965,0.5793440341949463
0.007304668426513672,0.1462397575378418,0.21979141235351562,0.580838680267334
0.006726741790771484,0.13542628288269043,0.21833467483520508,0.5948102474212646
0.006168842315673828,0.13869881629943848,0.23058676719665527,0.6700873374938965
0.007565975189208984,0.13602590560913086,0.21829462051391602,0.5983574390411377
0.0059201717376708984,0.13040757179260254,0.21912264823913574,0.5928068161010742
0.02023029327392578,0.15910840034484863,0.21775364875793457,0.5893137454986572
0.017699003219604492,0.13153839111328125,0.21978092193603516,0.6152994632720947
0.006141185760498047,0.13803839683532715,0.21976089477539062,0.5921869277954102
0.0061779022216796875,0.13410305976867676,0.2194993495941162,0.5819234848022461
0.006261348724365234,0.14888787269592285,0.2185211181640625,0.5843899250030518
0.014615297317504883,0.12873053550720215,0.2192990779876709,0.5779557228088379
0.006398677825927734,0.15363597869873047,0.21836209297180176,0.5777220726013184
0.0063550472259521484,0.1301865577697754,0.21974539756774902,0.5957193374633789
0.00620269775390625,0.1288435459136963,0.2189319133758545,0.5814149379730225
0.00611114501953125,0.13015532493591309,0.2207188606262207,0.5721912384033203
0.0061528682708740234,0.12945079803466797,0.21968722343444824,0.5806174278259277
0.006567239761352539,0.12881231307983398,0.2187175750732422,0.5801687240600586
0.00640106201171875,0.1389772891998291,0.2205216884613037,0.5857818126678467
0.006200551986694336,0.1290144920349121,0.21732449531555176,0.5848605632781982
0.006481647491455078,0.1361548900604248,0.21817827224731445,0.5774447917938232
0.0058476924896240234,0.1281735897064209,0.22002625465393066,0.5837123394012451
0.013958454132080078,0.13523244857788086,0.22030091285705566,0.5890343189239502
0.005825042724609375,0.12997007369995117,0.21899914741516113,0.5855612754821777
0.014606475830078125,0.13608551025390625,0.21897530555725098,0.5889832973480225
0.02231764793395996,0.1681838035583496,0.21782565116882324,0.5888895988464355
0.006078481674194336,0.1280503273010254,0.22011995315551758,0.5931479930877686
0.0061609745025634766,0.14403510093688965,0.219130277633667,0.5938761234283447
0.009709835052490234,0.13218021392822266,0.21789026260375977,0.5757565498352051
0.01269674301147461,0.12912416458129883,0.2177743911743164,0.5804262161254883
0.01398158073425293,0.13431096076965332,0.21941328048706055,0.583662748336792
0.00606083869934082,0.12963223457336426,0.2183551788330078,0.5874836444854736
0.0056514739990234375,0.1366114616394043,0.21950745582580566,0.5799689292907715
0.005882978439331055,0.13524222373962402,0.21953248977661133,0.5823421478271484
0.012869119644165039,0.14162921905517578,0.22062110900878906,0.5871860980987549
0.023329973220825195,0.1602165699005127,0.2179417610168457,0.5829062461853027
0.011581182479858398,0.1557142734527588,0.2183082103729248,0.5808670520782471
0.01743602752685547,0.12818670272827148,0.21879816055297852,0.5874288082122803
0.006107807159423828,0.13247108459472656,0.2185671329498291,0.5828206539154053
0.006200313568115234,0.13649320602416992,0.2176649570465088,0.5809841156005859
0.00628662109375,0.13112378120422363,0.21833467483520508,0.5845024585723877
0.014458894729614258,0.13816428184509277,0.22052431106567383,0.5883655548095703
0.014922857284545898,0.13041090965270996,0.22043728828430176,0.5848686695098877
0.006410121917724609,0.1366126537322998,0.21749067306518555,0.5804810523986816
0.006273746490478516,0.12926125526428223,0.2178966999053955,0.583890438079834
0.006219625473022461,0.1285998821258545,0.22141075134277344,0.5738458633422852
0.006161212921142578,0.1314222812652588,0.21930623054504395,0.5828647613525391
0.017180919647216797,0.12969565391540527,0.2191932201385498,0.5823311805725098
0.005846738815307617,0.1386415958404541,0.2175445556640625,0.5999014377593994
0.006242513656616211,0.13969850540161133,0.21965432167053223,0.6032538414001465
0.006362199783325195,0.12909221649169922,0.21797800064086914,0.5767617225646973
0.01411890983581543,0.1276073455810547,0.21903705596923828,0.5882968902587891
0.005918264389038086,0.13482213020324707,0.21891021728515625,0.5866384506225586
